Song Title|Voicing|Arranger
Kazoo Koncerto|SSAA|Tom Gentry
Keep On The Firing Line|TTBB|John Peterson
Keep On The Sunny Side|SSAA|Sharon Holmes
Keep the Music Ringing|SSAA|Lynnell Diamond
Keep The Whole World Singing|TTBB|Willis Diekema
Keep Your Eye On The Girlie You Love / Somebody Stole My Gal|TTBB|Jack Baird, Dick Johnson
Keep Your Sunny Side Up|SSAA|Nancy Bergman
Keep Your Sunnyside Up|SSAA|Nancy Bergman
Keeper Of the Stars|SSAA|Tedda Lippincott
Keepin' Out of Mischief|SSAA|June Berg
Keeping Out of Mischief|SSAA|David Wright
Kentucky Babe|SSAA|Anna Maria Parker
Kentucky Babe|SSAA|Kirk Roose
Kentucky Babe|TTBB|Kirk Roose
Kerry Dance|SSAA|Renee Craig
Kickin' It Up a Notch|SSAA|Nancy Faddegon
Kids/Coney Island Washboard|TTBB|139th Street Quartet
King Of Spain|TTBB|Moxy Fruvous
King of the Road|TTBB|Gene Cokeroft
King Of The Road|TTBB|Dennis Driscoll
King Of The Road|TTBB|Jay Giallombardo
Kiss|TTBB|Unspecified
Kiss Him Goodbye|TTBB|Don Gillespie
Kiss Me Goodnight|SSAA|Brent Graham
Kiss Me One More Time|SSAA|Norma Andersen
Kiss Me One More Time|SSAA|Unspecified
Kiss The Girl|TTBB|Kirby Shaw
Kissing a Fool|TTBB|Kyle Kitzmiller
Kissing A Fool|TTBB|Chris Arnold
Knight Quest Medley|TTBB|Tom Gentry
Knight Rhythm Medley|TTBB|Tom Gentry
Knight School Medley|TTBB|Tom Gentry
Knock Knock Song|SSAA|Tom Gentry
Knock On My Door|SSAA|Donya Metzger
Knowing Me, Knowing You|SSAA|Chris MacMartin
Ko-Ko-Mo|TTBB|Don Reckenbeil
Kodachrome|TTBB|David Gillingham
Kokomo|SSAA|B. Sellars/C. Schmidt (YWIH)
Kokomo|SSAA|Bev Sellers
Kokomo|SSAA|Bev Sellers/Carolyn Schmidt
Kokomo|SSAA|Jo Lund
Kokomo|SSAA|Lorraine Rochefort
Kokomo|TTBB|Don Reckenbeil
Kokomo (YWIH)|SSAA|Bev Sellers
Kuimba|TTBB|Victor Johnson
Kwmbayah|TTBB|K.J. Dinham
Kyrie|TTBB|Mark Stevens, Will Makra
L-O-V-E|SSAA|Nancy Bergman
L-O-V-E|TTBB|Chris Arnold
L-O-V-E|TTBB|Ed Waesche
L-O-V-E|TTBB|Larry Triplett
L-O-V-E and Marriage Medley|TTBB|Matt Gallagher
L.O.V.E.|SSAA|Larry Triplett
La Cucaracha|SSAA|Kay Bromert
Lady Takes the Cowboy Every Time|SSAA|Nancy Bergman
Langtan Till Landet|TTBB|Traditional
Last Christmas|SATB|Henrik Rosenberg
Last Night On the Back Porch|SSAA|Nancy Bergman
Last Night Was the End of the World|SSAA|Jim Clancy
Last Night Was the End of the World|SSAA|Tedda Lippincott
Last Night Was The End Of The World|TTBB|Barbershop Harmony Society
Last Night Was The End Of The World|TTBB|Buzz Haeger
Laugh Clown Laugh|SSAA|Lyle Pilcher
Laughing On the Outside|SSAA|Nancy Bergman
Laughing On The Outside (Crying On The Inside)|SSAA|Nancy Bergman
Laura|TTBB|Webb Comfort
LaWanda Darlene the Rodeo Queen|SSAA|Marcia Hill/Nancy Bergman
Lawanda Darlene, Rodeo Queen|SSAA|Hill Nancy Bergman
LaWanda Darlene, the Rodeo Queen|SSAA|Marcia Hill/Nancy Bergman
Lazy|TTBB|Alan Siegal
Lazy Bones|TTBB|Webb Comfort
Lazy Day|SSAA|David Wright
Lazy Day|TTBB|David Wright
Lazy River|SSAA|Barbara McNeill
Lazy River|SSAA|Tom Gentry
Lazy River|TTBB|Ed Waesche
Lazy River|TTBB|Tom Gentry
Lazybones|TTBB|David Wright
Le Canon|SSAA|Dianne Harding
Le Jazz Hot!|SSAA|Ann Minihane
Lean on Me|SSAA|Tedda Lippincott
Lean On Me|SSAA|Joey Minshall
Lean On Me|SSAA|Joey Minshall YWIH
Lean On Me|SSAA|Nancy Shumard
Lean On Me|TTBB|Adam Anders and Tim Davis
Lean On Me|TTBB|Alex Kaiserman
Lean On Me|TTBB|Craig Gibbins
Lean On Me (YWIH)|SSAA|Joey Minshall
Let A Smile Be Your Umbrella|TTBB|Bob Benson
Let A Smile Be Your Umbrella / Rain|TTBB|Ed Waesche
Let a Songbird Fly|TTBB|Paul Davies - Used for National Learn to Sing Day
Let A Songbird Fly|TTBB|Paul Davies
Let All Mortal Flesh Keep Silence|TTBB|J Taylor
Let All Mortal Flesh Keep Silence|TTBB|Jeff Taylor
Let Freedom Ring|SSAA|Larry Wright
Let Freedom Ring (8-Part Arrangement)|TTBB|Mel Knight
Let Freedon Ring|SSAA|Larry Wright
Let It Be|SSAA|Norma Andersen
Let It Be Me|SSAA|Dotty Hougen
Let It Go|SSAA|Lorraine Rochefort
Let It Go/Let Her Go Mashup|SSAA|Brittany E. Griffith
Let It Snow|SSAA|Ann Minihane
Let It Snow|SSAA|Becky Wilkins
Let It Snow|TTBB|Joe Liles
Let It Snow|TTBB|Mando Fonseca
Let It Snow|TTBB|Unspecified
Let It Snow!|SSAA|Ann Minihane
Let It Snow! Let It Snow! Let It Snow!|SSAA|Ann Minihane
Let It Snow! Let It Snow! Let It Snow!|TTBB|Joe Liles
Let Me Be There|SSAA|Carolyn Healey
Let Me Be There|SSAA|LABBS Polecat
Let Me Be Your Teddy Bear|SSAA|Jon Nicholas
Let Me Call You Sweetheart|SSAA|Jean Shook
Let Me Call You Sweetheart|SSAA|Sylvia Alsbury
Let Me Call You Sweetheart|SSAA|Unspecified
Let Me Call You Sweetheart|TTBB|Barbershop Harmony Society
Let Me Call You Sweetheart|TTBB|Beth Slater Whitson and Leo Friedman
Let Me Call You Sweetheart|TTBB|Greg Lyne
Let Me Sing and I'm Happy|TTBB|Ed Waesche
Let Me Sing and I'm Happy|TTBB|Katie Farrell
Let Me Sing And I'm Happy|SSAA|Renee Craig
Let the Rest of the World Go By|TTBB|Kirk Roose
Let the River Run|SSAA|Sylvia Alsbury
Let Them Be Little|TTBB|Tom Gentry
Let There Be Peace On Earth|SSAA|Alsbury
Let There Be Peace On Earth|SSAA|S Alsbury
Let There Be Peace On Earth|SSAA|Sylvia Alsbury
Let There Be Peace On Earth|TTBB|Ralph Aldridge
Let There Be Peace On Earth|TTBB|Tom Gentry
Let There Be Peace On Earth (8-Part Mixed)|SATB|David Harrington
Let There Be Peace On Earth (SATB)|SATB|Tom Gentry
Let Us Break Bread Together|TTBB|Lloyd Erickson
Let Yourself Go|SSAA|David Wright
Let Yourself Go / Crazy Rhythm Medley|TTBB|Dave Ebersole
Let Yourself Go/Doin' the New Low Down|SSAA|Dave Briner
Let's Burn Up the Town|SSAA|Anthony Nasto
Let's Burn Up The Town|TTBB|Tony Nasto
Let's Call the Whole Thing Off|SSAA|Carolyn Schmidt
Let's Call The Whole Thing Off|TTBB|Hal Maples
Let's Do It (Let's Fall In Love)|TTBB|John Brockman
Let's Do It, Let's Fall in Love|SSAA|Lynnell Diamond
Let's Do It, Let's Fall In Love|SSAA|John Brockman
Let's Do It/Let's Misbehave (Medley)|TTBB|Matt Gallagher
Let's Face The Music And Dance-Cheek To Cheek Medley(Andrew Ho|TTBB|Andrew Howson
Let's Get Away From It All|SSAA|Barbara Bianchi
Let's Get Away From It All|SSAA|Larry Wright
Let's Get Away From It All|TTBB|Rob Hopkins
Let's Get Away From It All (Canadian)|TTBB|Rob Hopkins
Let's Get Together Again / Keep the Whole World Singing|SSAA|Unspecified
Let's Get Together Again/Keep The Whole World Singing|TTBB|Joseph Stern/Bill Diekema/SPEBSQSA
Let's Live It Up|SSAA|Aaron Dale
Let's Live It Up|TTBB|Aaron Dale
Let's Love|TTBB|Kevin Keller
Let's Sing Again|SSAA|David Wright
Let's Sing Again|TTBB|David Wright
Let's Start The New Year Right/Auld Lang Syne (Medley)|TTBB|Bryan Ziegler
Let's Talk About My Sweetie|SSAA|Nancy Bergman
Let's Talk About My Sweetie/Yes Sir That's My Sweetie|SSAA|Nancy Bergman
Lets Burn Up the Town|SSAA|Tony Nasto
Liar Medley|SATB|Nancy Bergman
Liar Medley|SSAA|Renee Craig
Liar Medley|TTBB|Renee Craig
Liar Medley|TTBB|Unspecified
Liar Medley Parody|TTBB|Unspecified
Liar/Angry Medley|SSAA|Marge Bailey/Bea Howley
Lida Rose|TTBB|Floyd Connett
Lida Rose|TTBB|Meredith Willson
Lida Rose|TTBB|Nancy Bergman
Lida Rose Will I Ever Tell You?|SATB|Meredith Willson
Lida Rose/Will I Ever Tell You|TTBB|Meredith Willson
Lida Rose/Will I Never Tell You|SATB|Nancy Bergman
Life Is A Highway|SSAA|Brent Graham
Life Is A Highway|SSAA|Joey Minshall
Lift Every Voice And Sing|TTBB|Dan Tice
Light One Candle|TTBB|Carole Prietto
Light the Candles|SSAA|Tedda Lippincott
Like An Eagle|SSAA|Jim Arns
Like Someone In Love|TTBB|Adam Reimnitz
Lili Marlene|TTBB|Knights of Harmony
Lion Sleeps Tonight|SSAA|Lorraine Rochefort
Lion Sleeps Tonight|SSAA|Tedda Lippincott
Lion Sleeps Tonight (The) SATB|SATB|Anne Raugh and Seke Sharon
Lion Sleeps Tonight, The (Wimoweh)|TTBB|Ron Smail
Listen To My Heart|SSAA|Michael Gellert
Listen To That Dixie Band|SSAA|Greg Volk
Listen to the Music|SSAA|Sharon Holmes
Listen To The Music|TTBB|Aaron Dale
Listen To The Music (Doobie Brothers)|SSAA|Liz Garnett
Little Black Me (Lead Melody Tag)|TTBB|Tom Gentry
Little Darlin'|TTBB|J. McCready
Little Drummer Boy|SSAA|Tedda Lippincott
Little Drummer Boy / Peace On Earth|TTBB|Jay Giallombardo
Little Drummer Boy & Silent Night Medley|SSAA|Rosey Frerking
Little Drummer Boy/Peace on Earth|SSAA|Joey Minshall
Little Girl|TTBB|Lou Perry
Little Gray Donkey|SSAA|Avis Fellows
Little Man You've Had A Busy Day|TTBB|Fred King
Little Pal|TTBB|Clay Hine
Little Patch Of Heaven|SSAA|Aaron Dale
Little Patch Of Heaven|TTBB|Aaron Dale
Little Rascals Medley|TTBB|Greg Volk
Little Saint Nick|SSAA|Ann Minihane
Little Saint Nick|SSAA|Barbara McNeill
Little Saint Nick|SSAA|Jon Nicholas
Little Saint Nick|SSAA|June Berg
Little Saint Nick|TTBB|Jon Nicholas
Little Snow Girl|TTBB|Jim Clancy
Little St Nick|TTBB|Steve Jamison
Little Things Mean a Lot|SSAA|June Dale
Little Tin Box|TTBB|Gene Cokeroft
Little Toy Trains|SSAA|Tedda Lippincott
Live And Let Die|TTBB|Stefan Pugliese
Liza|TTBB|Ed Waesche
Lo, How a Rose E'er Blooming|TTBB|Alice Parker and Robert Shaw
Lo, How a Rose E'er Blooming|TTBB|Barbershop Harmony Society
Loch Lomond|SATB|Jonathan Quick
Loch Lomond|TTBB|David Overton
Loch Lomond|TTBB|Jonathan Quick
Loch Lomond|TTBB|Peter Bryant
Loch Lomond|TTBB|Ralph Vaughan Williams
Loch Lomond|TTBB|Unspecified
Locked Out Of Heaven|SATB|Henrik Rosenberg
Lollipop|SSAA|Tedda Lippincott
Lonely Nights Medley|TTBB|David Wright
Lonely Town|TTBB|Jay Giallombardo
Lonesome Road|TTBB|Mike Menefee
Lonesomest Girl in Town (You're the)|SSAA|Clay Hine
Lonesomest Girl in Town (You're the)|SSAA|Joni Bescos
Longest Time (The)|SATB|Tom Gentry
Look Me Up When You're In Dixie|TTBB|Renee Craig
Lookin At the World Thru Rose Colored Glasses|SSAA|Renee Craig
Lookin' At The World Through Rose Colored Glasses(Greg|TTBB|Greg Lyne
Lookin' At The World Thru Rose Colored Glasses|TTBB|David Wright
Looking At The World Through Rose Colored Glasses(David Wr|TTBB|David Wright
Looking at the World through Rose Coloured Glasses|TTBB|Ed Waesche
Looking at the World thru Rose Colored Glasses|TTBB|Ed Waesche
Looking For A Boy|SSAA|David Harrington
Looking Through the Eyes of Love|SATB|John Hohl
Lora-Belle Lee|TTBB|Dave Briner
Lose that Long Face|TTBB|Kevin Keller
Lost|TTBB|Soren Wohlers
Lost in My Dreams|SSAA|Linda Edmondson
Lost In the Fifties Tonight|SSAA|Joe Liles
Lost In The Stars|TTBB|Buzz Haeger
Louise|TTBB|David Wright
Louisville Lou|SSAA|Jay Giallombardo
Love and Marriage|SSAA|June Dale
Love Can Build a Bridge|SSAA|Tedda Lippincott
Love Can Build A Bridge|SSAA|Yvonne Connolly
Love Eyes Medley|SSAA|David Wright
Love Eyes Medley|SSAA|Unspecified
Love In A Home|SSAA|Jay Giallombardo
Love In Any Language|SSAA|Avis Fellows
Love In Any Language|SSAA|Dave Briner
Love In Any Language|SSAA|Dave Briner Tom Gentry
Love in Any Language (solo and chorus)|SSAA|Dave Briner
Love is a Many Splendored Thing|SSAA|Dave Briner
Love Is a Many Splendored Thing|TTBB|Brent Graham
Love Is A Many Splendored Thing|TTBB|John Hohl
Love Is Here To Stay|TTBB|Ed Waesche
Love Is In The Air|SSAA|Jo Lund
Love Is Just Around The Corner|SSAA|Doris Twardosky
Love Is On The Air Tonight|TTBB|Jon Nicholas
Love Letters|SSAA|Carolyn Healey
Love Letters|SSAA|Jim Arns
Love Letters|TTBB|John Piercy
Love Letters|TTBB|Steve Delehanty
Love Letters Straight From Your Heart|SSAA|Jim Arns
Love Letters Straight From Your Heart|TTBB|Steve Delehanty
Love Me|SSAA|Aaron Dale
Love Me|TTBB|Aaron Dale
Love Me And The World Is Mine|TTBB|David Wright
Love Me And The World Is Mine|TTBB|Jack Baird
Love Me as Though There Were No Tomorrow|SSAA|Lorraine Rochefort
Love Me Or Leave Me|TTBB|Janne Olsson
Love Me Tender|SSAA|David Wright
Love Me Tender|SSAA|Lorraine Rochefort
Love Me Tender|SSAA|Norma Andersen
Love Me Tender|TTBB|David Wright
Love Me With All Your Heart|SSAA|Carolyn Schmidt
Love Me, And The World Is Mine|SSAA|David Wright
Love Me, And The World Is Mine|TTBB|David Wright
Love Medley|SSAA|Marsha Zwicker
Love of my Life|SSAA|David Wright
Love of My Life|TTBB|Dale Kynaston
Love Of My Life|SSAA|Alex Kaiserman
Love Of My Life (Queen)|SSAA|Unspecified
Love of My Live|SSAA|David Wright
Love Potion #9|SSAA|June Dale
Love That Ragtime|TTBB|Jay Giallombardo
Love the World Away|SSAA|Avis Fellows
Love Walked In|SSAA|Anastasio Rossi
Love Walked In|SSAA|Nancy Bergman
Love Walked In|TTBB|David Wright
Love Walked In|TTBB|Stash Rossi
Love Will Be Our Home|SSAA|Bob Rund
Love Will Keep Us Together|SSAA|Renee Craig
Love's Old Sweet Song|SSAA|Anna Maria Parker
Love's Old Sweet Song|SSAA|Clay Hine
Love's Old Sweet Song|SSAA|Joe Liles
Love's Old Sweet Song|TTBB|Clay Hine
Love's Old Sweet Song|TTBB|Val Hicks
Lover Come Back|SSAA|Ed Waesche
Lover Come Back|TTBB|Ed Waesche
Lover Come Back to Me|SSAA|Nancy Bergman
Lover, Come Back to Me|SSAA|Ed Waesche
Lover, Come Back To Me|TTBB|Ed Waesche
Loving You|SSAA|Lorraine Rochefort
Low Gravy|SSAA|Walter Latzko
Lu Lu's Back In Town|TTBB|Ed Waesche
Luck Be a Lady|TTBB|David Harrington
Luck Be a Lady|TTBB|Walter Latzko ed. Mark Hale
Luck Be A Lady|SSAA|Carolyn Schmidt
Luck Be A Lady|TTBB|Chris Arnold
Luck Be a Lady *|TTBB|David Harrington
Lucky Day|SSAA|Joni Bescos
Lucky Day (This is Some)|TTBB|Greg Volk
Lucky Day / Lucky In Love Medley|TTBB|Ed Waesche
Lucky Day/Sitting On Top of the World|SSAA|Nancy Bergman
Lucky Old Sun|TTBB|David Wright
Lullaby|SSAA|Kirk Young
Lullaby (Goodnight, My Angel)|TTBB|Kirk Young
Lullaby In Ragtime|SSAA|Nancy Bergman
Lullaby In Ragtime|SSAA|Unspecified
Lullaby In Ragtime|TTBB|Bill Mitchell
Lullaby In Ragtime|TTBB|Tom Gentry, Bill Mitchell
Lullaby In Ragtime|TTBB|William Mitchell
Lullaby of Broadway|SSAA|Joni Bescos
Lullabye|SSAA|Kirby Shaw
Lullabye|SSAA|Kirk Young
Lullabye|TTBB|Kirk Young
Lullabye (Goodnight My Angel) (Lower Lead Voicing Version)|SSAA|Kirk Young
Lullabye (Goodnight, My Angel)|SSAA|Cheryl Suhr
Lullabye in Ragtime|TTBB|Unspecified
Lullabye Of Birdland|TTBB|Mark Hale
Lulu's Back in Town|SSAA|Nancy Bergman
Lulu's Back In Town|SSAA|Bergman/Nightingale
Lulu's Back In Town|SSAA|Jim Arns
Lulu's Back In Town|TTBB|Ed Waesche
Lux Aurumque|SATB|Eric Whitacre
Lux Aurumque|TTBB|Eric Whitacre
Lydia the Tattooed Lady|TTBB|Lloyd Steinkamp
Ma, She's Makin' Eyes At Me|TTBB|David Wallace
Ma, She's Making Eyes At Me|TTBB|Chuck Morris
Ma, They're Makin' Eyes At Me|TTBB|David Wallace
Ma! She's Makin' Eyes At Me|TTBB|Mo Rector
Mack the Knife|SSAA|Jim Arns
MacNamara's Band|SSAA|Nancy Bergman
MacNamara's Band/Great Day For The Irish Medley|SSAA|Nancy Bergman
Madonna Medley|SSAA|Liz Garnett
Magic To Do|SSAA|David Wright
Magical Mystery Tour|SSAA|Kay Bromert
Majsang|TTBB|Traditional
Make 'Em Laugh|SSAA|Clay Hine
Make 'Em Laugh|TTBB|Clay Hine
Make Em' Laugh|TTBB|Clay Hine
Make Love to Me|SSAA|Barbara McNeill
Make Our Garden Grow|TTBB|Jay Giallombardo
Make Someone Happy|SSAA|Joey Minshall
Make Someone Happy|TTBB|Ed Waesche
Make Them Hear You|TTBB|Kevin Keller
Make Them Hear You|TTBB|Kevin Keller, Steven Armstrong
Make You Feel My Love|TTBB|Alex Kaiserman
Make You Feel My Love|TTBB|Dale Kynaston
Make You Feel My Love (SATB)|SATB|Dale Kynaston
Makin' Love Ukulele Style|SSAA|Nancy Bergman
Makin' Whoopie|TTBB|Unspecified
Making Our Dreams Come True|SSAA|Sheila Cope
Mam'selle|TTBB|Adam Reimnitz
Mam'selle|TTBB|Tom Sando
Mama Goes Where Papa Goes|SSAA|Nancy Bergman
Mama, I Wanna Make Rhythm|SSAA|Walter Latzko
Mamas and Papas Medley|SSAA|Sharon Holmes
Mame|TTBB|Renee Craig
Mamma Mia|SSAA|Elaine Gain
Mammas & Papas Medley|TTBB|Peter Mumford
Mammy O' Mine|TTBB|Tom Gentry
Man In The Mirror|TTBB|Kirby Shaw
Man Of La Mancha|SSAA|David Wright
Man Of La Mancha|TTBB|David Wright
Man Of La Mancha|TTBB|Roger Payne
Man With the Bag|SSAA|Lorraine Rochefort
Man! I Feel Like A Woman|SSAA|Lorraine Rochefort
Mandy Lee|TTBB|David Wright
Manhattan|SSAA|Liz Garnet
Manhattan Transfer|SSAA|Renee Craig
Mansions Of The Lord|TTBB|Bob Shami
Marching Along/Stout Hearted Men Medley|TTBB|Unspecified
Mardi Gras March|SSAA|Nancy Bergman
Mardi Gras March|SSAA|Renee Craig
Margaritaville|SSAA|Lorraine Rochefort
Margie|TTBB|Renee Craig
Margie|TTBB|Walter Latzko
Maria|TTBB|Jay Giallombardo
Maria-Somewhere Medley|TTBB|Jay Giallombardo
Marian The Librarian|TTBB|Walter Latzko
Maritime Medley (Haul on the Bowline, The Squid Jiggin' Ground, Farewell to Nova Scotia)|TTBB|Bob Pyper
Marry Me|TTBB|Aaron Dale
Marry You|TTBB|Alex Kaiserman
Marshmallow World|SSAA|Joni Bescos
Marvelous Toy|SSAA|Doris Twardosky
Mary Did You Know|SSAA|Joan Melling
Mary Did You Know|SSAA|Joe Liles
Mary Did You Know|SSAA|Julie Starr
Mary Did You Know|SSAA|June Berg
Mary Did You Know|SSAA|Mac Huff
Mary Did You Know|SSAA|Tedda Lippincott
Mary Did You Know|SSAA|Tom Gentry
Mary Did You Know|TTBB|David Wright
Mary Did You Know?|SSAA|David Wright
Mary Did You Know?|SSAA|Jan Meyer
Mary Did You Know?|SSAA|Joe Liles
Mary Did You Know?|SSAA|Julie Starr
Mary Did You Know?|SSAA|Tedda Lippincott
Mary Did You Know?|TTBB|David Wright
Mary Did You Know?|TTBB|Joe Liles
Mary Did You Know?|TTBB|Tom Gentry
Mary Had a Baby|SSAA|David Wright
Mary Had A Baby|TTBB|David Wright
Mary Poppins Medley|TTBB|Tom Gentry
Mary, Did You Know?|TTBB|Joe Liles
Mary, Did You Know?|TTBB|Jon Nicholas
Mary, Mary|SSAA|Charlene Yazurlo
Mary, You're A Little Bit Old Fashiond|SSAA|Mike Senter
Mary's Boy Child|SSAA|Jean Flemming
Mary's Boy Child|TTBB|Larry Triplett
Mary's Little Boy Child|SSAA|Joey Minshall
Mary's Little Boy Child|SSAA|Marie Johnson
Mary's Little Boy Child|SSAA|Tedda Lippincott
Mary'S Little Boy Chile|SSAA|Jarmela Speta
Masochism Tango|TTBB|Marie Johnson
Master Of The House|TTBB|Joe Pickin
Material Girl|SSAA|Jon Nicholas
Maxwell's Silver Hammer|TTBB|Jon Nicholas
May I Never Love Again|SSAA|Jean Sutton
May I Never Love Again|SSAA|Renee Craig
May I Never Love Again|TTBB|Renee Craig
May the Peace of God Be Within You|TTBB|Russell Wilson
May You Always|SSAA|Ann Minihane
May You Always|TTBB|Greg Lyne
Maybe|SSAA|Lorraine Rochefort
Maybe|TTBB|Walter Latzko
Maybe I'm Amazed|SSAA|Robert Rund
McGuire Sisters Medley|SSAA|Jean Shook
Me And Julio Down By The Schoolyard|TTBB|Anthony Nasto
Me And My Shadow|SSAA|Joni Bescos
Me And My Shadow|SSAA|Nancy Bergman
Me And My Shadow|TTBB|Dennis Driscoll
Me and the Man in the Moon|SSAA|Anna Maria Parker
Mean to Me|SSAA|Sylvia Alsbury
Mean To Me|SSAA|David Wright
Mean To Me|TTBB|David Wright
Meatballs|TTBB|Clay Hine
Medley from Mary Poppins|SSAA|Lorretta Martin
Meet Me In Rosetime Rosie|TTBB|Greg Lyne, Ed Waesche
Meet Me Tonight in Dreamland|SSAA|Nancy Bergman
Meet Me Tonight In Dreamland|TTBB|Barbershop Harmony Society
Meet Me Tonight In Dreamland|TTBB|Tom Gentry
Meet the Flintsones|TTBB|Drew Tepe
Melancholy Baby|SSAA|Brian Beck
Mele Kalikimaka|TTBB|Dave Briner
Memory|TTBB|Jay Giallombardo
Memphis Blues|SSAA|Dave Briner
Memphis Blues|TTBB|Dave Briner
Men Of God, Behold He Calls Us|TTBB|Joe Johnson
Mention My Name in Sheboygan|TTBB|Lou Perry
Merry Christmas Darling|SSAA|June Berg
Merry Christmas Darling|TTBB|Brian Beck
Merry Christmas Darling|TTBB|Tom Gentry
Merry Christmas, Darling|TTBB|Brian Beck
Merry Christmas, Darling|TTBB|Tom Gentry
Mexicali Rose|TTBB|Tom Gentry
Michael Jackson Medley|SSAA|Rasmus Krigstrom
Michelle|TTBB|Don Gray
Michelle|TTBB|Steve Delehanty
Midnight Choo Choo|SSAA|Jay Giallombardo
Midnight Rose|SSAA|Nancy Bergman
Midnight Rose|TTBB|Ed Waesche
Midnight Serenade|SSAA|David Wright
Midnight Serenade|TTBB|David Wright
Miles And Miles Of Texas|TTBB|Joe Johnson
Mills Brothers Medley|TTBB|Ed Waesche
Minnie the Mermaid Medley|SSAA|Carolyn Schmidt
Minnie the Moocher|TTBB|Walter Latzko
Minstrel Montage|TTBB|Barbershop Harmony Society
Minstrel Montage|TTBB|Unspecified
Minute Waltz|SSAA|David Wright
Miracle|TTBB|Kevin Keller
Miss Celie's Blues|SSAA|Lorraine Rochefort
Miss Celie's Blues (Sister)|SSAA|Lorraine Rochefort
Miss Otis Regrets|SSAA|Marge Bailey
Miss Otis Regrets (a la City Voices)|SSAA|Marge Bailey
Mission Impossible Theme|SSAA|Steve Tramack
Mission Impossible Theme|TTBB|Steve Tramack
Mississippi Medley|SSAA|Jay Giallombardo
Mississippi Mud|SSAA|Aileen Nightingale
Mississippi Mud|SSAA|David Wright
Mississippi Mud|SSAA|Nancy Bergman
Mississippi Mud|TTBB|C. Morris
Mississippi Mud|TTBB|David Wright
Mississippi Mud|TTBB|Ed Waesche
Mistakes|TTBB|Roy Keys
Mistakes Parody|TTBB|Unspecified
Mister Cellophane|SSAA|Ed Waesche
Mister Cellophane|TTBB|Chris Slacke
Mister Cellophane|TTBB|Ed Waesche
Mister Mom|SSAA|Michael Gellert
Mister Postman|TTBB|Unspecified
Mister Sandman|SSAA|Bertha Bradley
Mister Sandman|SSAA|Bradley
Mister Sandman|TTBB|George Hulst
Misty|SSAA|Russ Robinson
Misty|TTBB|Webb Comfort
MLK|TTBB|David Wright
Mobile|TTBB|David Wright
Mobile|TTBB|Jon Nicholas
Mobile/Down Mobile Medley|TTBB|David Wright
Molly Malone|SSAA|Paul Davies
Molly Malone|TTBB|Paul Davies
Moment I Saw Your Eyes The|TTBB|Joe Liles
Moments to Remember|SSAA|Lyle Pilcher
Moments to Remember|SSAA|Marge Bailey
Mona Lisa|TTBB|Greg Volk
Monday, Monday|SSAA|Tedda Lippincott
Monday, Monday|TTBB|Jay Giallombardo
Monday, Monday Medley|SSAA|Sharon Holmes
Money, Money, Money|SSAA|Connie Nickel
Montana Melody|TTBB|Jack Payne and Randy Rogers
Monty Pythin Medley|TTBB|Mikael Erlandsson
Mood Indigo|SSAA|Bev Sellers
Mood Indigo|SSAA|Charlene Yazurlo
Mood Indigo|SSAA|Joe Liles
Mood Indigo|SSAA|Joni Bescos
Mood Indigo|TTBB|Frank Thorne
Mood Indigo|TTBB|J. Rae Jamieson
Moon Medley|TTBB|Steve Delehanty
Moon Medley|TTBB|Tom Gentry
Moon Over Miami|SSAA|Dot Short
Moon River|SSAA|Debi Cox
Moon River|SSAA|Nigel Williams
Moon River|SSAA|Renee Craig
Moon River|TTBB|Walter Latzko
Moondance|SSAA|Greg Volk
Moondance|SSAA|Marshall Webb
Moondance|TTBB|Marshall Webb
Moonglow|SSAA|Joanne Dockrell
Moonlight and Roses|SSAA|Walter Latzko
Moonlight Bay|TTBB|Barbershop Harmony Society
Moonlight Becomes You|TTBB|Ed Waesche
Moonlight Becomes You|TTBB|Scott Kitzmiller
Moonlight Brings Memories|TTBB|Jay Giallombardo
Moonlight in Vermont|TTBB|Stephen Griffith
Moonlight In Vermont|SSAA|Tedda Lippincott
Moonlight In Vermont|TTBB|Webb Comfort
Moonlight Serenade|SSAA|Carolyn Healey
Moonlight Serenade|SSAA|Frank Marzocco
Moonlight Serenade|SSAA|Sheila Cope
Moonlight Sonata|TTBB|David Wright/Steve Wolf
Moonshine Lullabye|TTBB|Phil Ordaz
More I Cannot Wish You|TTBB|Mark Hale
More I Cannot Wish You|TTBB|Steven Armstrong
More Than Words|SSAA|Tedda Lippincott
More Than You Know|TTBB|David Wallace
Moscow Nights|TTBB|Chris Arnold
Mosquitoes|SSAA|Unspecified
Most Wonderful Time/We Need A Little Christmas (Medley)|TTBB|Don Gray
Mother Machree|TTBB|Steve Jamison
Moves Like Jagger|SSAA|Joey Minshall
Movie Medley|TTBB|Steve Delehanty
Moving Right Along/Ease on Down the Road|TTBB|Ben Brown
Mr Bassman/Mahnah Mahnah Medley|SSAA|Liz Garnett
Mr Blue Sky|TTBB|Liz Garnett
Mr Morton|TTBB|Lynn Ahrens
Mr Piano Man/I Love A Piano Medley|SSAA|Brian Beck
Mr Sandman|SATB|George Hulst
Mr Sandman|TTBB|George Hulst
Mr Sandman / Dream Medley|SSAA|Unspecified
Mr Success|TTBB|Clay Hine
Mr Touchdown USA|SSAA|Nancy Bergman
Mr. Touchdown USA|TTBB|Unspecified
Much To My Surprise|TTBB|Jon Nicholas
