Product Code/SKU,Product Name,Product Description,Arranger,Difficulty,Ensemble
211642,"Sit Down, You're Rockin' the Boat (TTBB) (arr. Wright)",TTBB | Arranged by David Wright (formerly #112510) | from Guys and Dolls | Available in US and Canada,David Wright,4,
208741,Siyahamba (TTBB) (arr. Scott),"TTBB, arranged by Adam Scott | Available to all territories ",Adam Scott,1,
7721,Sleep (TTBB) (arr. Liles),"TTBB | Words, Music, and Arrangement by Joe Liles",Joe Liles,1,
212261,Small Fry (TTBB) (arr. Wright),"TTBB | Arranged by David Wright (formerly #114434) | from the Paramount Motion Picture Sing, You Sinners as sung by Vocal Spectrum | Available in US and Canada",David Wright,5,TTBB
7323,"SMILE, DARN YA, SMILE (TTBB) (arr. Szabo)","TTBB, arranged by Burt Szabo | from the Barbershop Songs For Men Series | Available in USA",Burt Szabo,4,
7346,Smiles (TTBB) (arr. Driscoll),"TTBB, arranged by Dennis Driscoll  ",Dennis Driscoll,3,
212135,Smiles Medley (TTBB) (arr. Brimacombe),"TTBB for low voices, arranged by Vic Brimacombe | Available in US and Canada Contains: Smile, Darn Ya, Smile; When You're Smiling; and Powder Your Face with Sunshine  ",Vic Brimacombe,1,
8833,Smilin' Through (TTBB) (arr. Perry),"TTBB, arranged by Louis Perry | Licensed for all territories",Louis Perry,2,
204354,Smoke Rings Curling In The Air (TTBB) (arr. Webster),"Arranged by: Webster, Don",Don Webster,2,
212441,So in Love (TTBB) (arr. Wright),"TTBB | Arranged by David Wright (formerly #203972) | from the musical Kiss Me, Kate, as sung by Ringmasters | Available in US and Canada",David Wright,5,
7215,"So Long, Mother (TTBB) (arr. Gentry)","TTBB, arranged by Tom Gentry",Thomas Gentry,2,TTBB
7149,Soft Shoe Song (TTBB) (arr. SPEBSQSA),Arranged by: Unknown,,2,
204356,Softly And Tenderly (TTBB) (arr. Berg),Arranged by: Edward Berg,Edward Berg,1,
210116,Sold! (TTBB) (arr. Dale),TTBB | Arranged by Aaron Dale (formerly #114550) | Print version | Available in US and Canada ,Aaron Dale,3,
7135,Somebody Knows (TTBB) (arr. SPEBSQSA),"Arranged by: S.P.E.B.S.Q.S.A., Inc.",,2,
7030,Somebody Stole My Gal (TTBB) (arr. Waesche),"TTBB, arranged by Ed Waesche | Available for all territories",Ed Waesche,4,
212429,Somebody to Love (SSAA) (arr. Dale),"SSAA, for female voices | Arranged by ",Aaron Dale,5,
211638,Somebody to Love (TTBB) (arr. Dale),TTBB | Arranged by ,Aaron Dale,5,
211632,Somebody to Love (TTBB) (arr. Keller),TTBB | Arranged by Kevin Keller (formerly #206600,Kevin Keller,4,
7106,Somebody's Coming To My House (TTBB) (arr. Steinkamp),Arranged by: Lloyd Steinkamp,Lloyd Steinkamp,2,
214242,Someone You Loved (TTBB) (arr.  Rob Hopkins),,Rob Hopkins,2,
8625,Something (TTBB) (arr. Kahlke),"TTBB, arranged by Jimbob Kahlke | from the Harmony Explosion Series | Available in US and Canada",Jimbob Kahlke,2,
7153,Something To Write The Folks About (TTBB) (arr. Driscoll),Arranged by: Dennis Driscoll,Dennis Driscoll,4,
212078,Somewhere Out There (TTBB) (arr. Keller),TTBB | Arranged by Kevin Keller (formerly #209670) | from An Americal Tail | Available in US and Canada,Kevin Keller,4,
7143,Song for Mary (TTBB) (arr. Giallombardo),"Bourne Music Publication | TTBB, arranged by Jay Giallombardo",,,
6052,Songs of Inspiration Songbook,"Songs of Inspiration Songbook - Formerly Hymns For Men Book 2 - Includes the songs: Battle Hymn of The Republic Beneath The Cross of Jesus Dear Lord and Father of Mankind Eternal Father, Strong To Save Faith of our Fathers For The Beauty Of The Earth I Need Thee Every Hour In Hymns of Praise Just As I Am, Thine Own To Be LORD, Speak To Me O For A Thousand Tongues To Sing O God Our Help In Ages Past O Sacred Head, Now Wounded O Worship the King Pass Me Not, O Gentle Savior Praise Ye The LORD, The Almighty Softly Now The Light of Day Spirit Of GOD, Descend Upon my Heart Stand Up, Stand Up For Jesus  We Give Thee But Thine Own   Note: Hymns For Men Book 1 is special order. Contact library@barbershop.org for assistance",,,
7200,Sonny Boy (TTBB) (arr. Szabo),Arranged by: Burt Szabo,Burt Szabo,4,
8626,Sound Celebration (TTBB) (arr. Gentry),Arranged by: Thomas Gentry,Thomas Gentry,2,
211583,South (TTBB) (arr. Cokeroft & Gallagher),TTBB | Arranged by Gene Cokeroft and Matt Gallagher (formerly #209371) | Available in US and Canada,Gene Cokeroft and Matt Gallagher,2,
213112,South Rampart Street Parade (SSAA) (arr. Wright),"SSAA, for female voices | Arrangement by David Wright (formerly #112626) | Available in US and Canada ",David Wright,4,SSAA
213110,South Rampart Street Parade (TTBB) (arr. Wright),TTBB | Arrangement by David Wright (formerly #112625) | Available in US and Canada ,David Wright,4,TTBB
7630,Southern Medley (TTBB) (arr. SPEBSQSA),"TTBB | Developed by SPEBSQSA, Inc. for the Harmony College show, ""Southern Memories"" | Licensed for all territories",,3,
8523,SPEBSQSA Official Songs (TTBB) - Print Version,"Updated from the original octavo  | Official songs of the Barbershop Harmony Society (SPEBSQSA) - contains The Old Songs (by Geoffrey O'Hara), Keep the Whole World Singing (by Willis A. Diekema), and We Sing That They Shall Speak! (by Clarence Burgess) | Print Version - for free download version please see 8523DL ",Barbershop Harmony Society,2,
203374,Spiritual Medley (SSAA),Arranged by: Unknown,,2,
202222,Spiritual Medley (TTBB) ,TTBB | As sung by The Imperials | Available in US and Canada,,2,
213377,Stand By Me (SATB) (arr. Delehanty) ,"SATB, for mixed voices | Arranged by Steve Delehanty  ",Steve Delehanty,2,SATB
211481,Stand By Me (SSAA) (arr. Delehanty) ,"SSAA, for high voices | Arranged by Steve Delehanty",Steve Delehanty,2,
204170,Stand by Me (TTBB) (arr. Delehanty) ,"TTBB, for low voices | Arranged by Steve Delehanty   ",Steve Delehanty,2,
7722,Standing In The Need Of Prayer (TTBB) (arr. Szabo),TTBB | arrangement by Burt Szabo | Available in the US and Canada,Burt Szabo,2,
204361,Star Spangled Banner (TTBB) (arr. Thorne),"Arranged by: Thorne, Frank",Frank Thorne,2,
7514,Steamin' Down The River (TTBB) (arr. Hicks),Arranged by: Val Hicks,Val Hicks,2,
211601,Steppin' Out With My Baby (TTBB) (arr. Hopkins),TTBB | Arranged by Rob Hopkins (formerly # 113635) | from the motion picture Irving Berlin's Easter Parade | Available US and Canada,Rob Hopkins,3,
214006,Still the One (SATB) (arr. Sharon & Harris),"SATB, for mixed voices | Arranged by Deke Sharon and Scott Harris | Available in US and Canada Premiered by the ",Deke Sharon & Scott Harris,2+,SATB
214005,Still the One (SSAA) (arr. Sharon & Harris),"SSAA, for female voices | Arranged by Deke Sharon and Scott Harris | Available in US and Canada SSAA version of the chart premiered by the ",Deke Sharon & Scott Harris,2+,SSAA
214004,Still the One (TTBB) (arr. Sharon & Harris),"TTBB, for male voices | Arranged by Deke Sharon and Scott Harris | Available in US and Canada TTBB version of the chart premiered by the ",Deke Sharon & Scott Harris,2+,TTBB
212518,Stormy Weather (Keeps Rainin' All The Time) (SSAA)(arr. Dale),"SSAA, for female voices | Arranged by Aaron Dale (formerly #204540) | from Cotton Club Parade of 1933 | as sung by O.C. Times | Print version | Available in US and Canada",Aaron Dale,5,
212128,Stormy Weather (Keeps Rainin' All The Time) (TTBB) (arr. Dale),TTBB | Arranged by Aaron Dale (formerly #2001020) | from Cotton Club Parade of 1933 | as sung by O.C. Times | Print version | Available in US and Canada only,Aaron Dale,5,
214281,Storybook (SATB) (arr. Rund),"SATB, arranged by Robert Rund | as sung by Columbus High School Concert Choir | Thanks to Society volunteer Mike Rosen for his assistance in the production of this product!",Robert Rund,2,
211518,Stranger in Paradise (TTBB) (arr. Campbell & Hale),,Rob Campbell and Mark Hale,4,
6049,Strictly Barbershop Songbook,"Strictly Barbershop Songbook - A collection of favorite songs arranged in the barbershop style for male quartets and choruses - Contains: America the Beautiful Aura Lee Dear old Girl Down in the Lane Good Night, Ladies Honey Gal In the evening by the Moonlight In the good old Summer Time Love Me, and the world is Mine Mandy Lee My Gal Sal No one knows Story of the Rose, The Heart of my Heart Sweet Rosie O'Grady Wait till the Sun Shines, Nellie Way down Home When you were Sweet Sixteen Where the Southern Roses Grow Why did you say Goodbye? You're the flower of my Heart, Sweet Adeline  ",,,
7523,Strollin' Down Harmony Lane (TTBB) (arr. Huff),"TTBB, arranged by Mac Huff | Licensed for all territories",Mac Huff,2,
211526,Suddenly I See (SSAA) (arr. Rund),"SSAA, for female voices | Arranged by Robert Rund | as sung by KT Tunstall | Print version | Available all territories (excluding Japan) ",Robert Rund,2,
213550,Sugar (SATB) (arr. Grimmer),"SATB, for mixed voices | Arranged by Wayne Grimmer | as sung by Maroon 5 | Available in US and Canada ",Wayne Grimmer,3,SATB
213548,Sugar (SSAA) (arr. Grimmer),"SSAA, for female voices | Arranged by Wayne Grimmer | as sung by Maroon 5 | Available in US and Canada ",Wayne Grimmer,3,SSAA
210257,Sugar (TTBB) (arr. Grimmer),TTBB | Arranged by Wayne Grimmer | as sung by Maroon 5 | Print version | Available in US and Canada ,Wayne Grimmer,3,
8403,Sugarcane Jubilee (TTBB) (arr. Haeger/Westley),"TTBB, arranged by Ozzie Westley and Warren ""Buzz"" Haeger",Ozzie Westley and Buzz Haeger,2,
7191,Sunny Side Up (TTBB) (arr. Waesche),TTBB | arranged by Ed Waesche | Available in US,Ed Waesche,4,TTBB
211561,Surfer Girl (TTBB) (arr. Dale),TTBB | Arranged by Aaron Dale (formerly #200953) | Available in all territories,Aaron Dale,4,
212098,Surfin' U.S.A. (TTBB) (arr. Jamison),TTBB | Arranged by Steve Jamison (formerly #112692) | Available in US and Canada,Steve Jamison,1,TTBB
204366,Susie Brown (TTBB) (arr. Berg),Arranged by: Edward Berg,Edward Berg,,
7199,Swanee (TTBB) (arr. Szabo),Arranged by: Burt Szabo,Burt Szabo,4,
7515,Sweet and Lovely (TTBB) (arr. Huff),TTBB | Arranged by Mac Huff | from the Barbershop Songs for Men Series | Thanks to Society Volunteer Mike Rosen for converting this arrangement from the original octavo format.,Mac Huff,1,
213434,Sweet Caroline (SATB) (arr. Oxford & A Mighty Wind),"SATB, for mixed voices | Arrangement by Dylan Oxford | as sung by A Mighty Wind | Available in US and Canada ",Dylan Oxford,2,SATB
213432,Sweet Caroline (SSAA) (arr. Oxford & A Mighty Wind),"SSAA, for female voices | Arrangement by Dylan Oxford | as sung by A Mighty Wind | Available in US and Canada ",Dylan Oxford,2,SSAA
211613,Sweet Caroline (TTBB) (arr. Cokeroft),TTBB | Arranged by Gene Cokeroft (formerly #208884) | Available in US and Canada,Gene Cokeroft,1,
208852,Sweet Caroline (TTBB) (arr. Oxford & A Mighty Wind),TTBB | Arranged by Dylan Oxford | as sung by A Mighty Wind | Print version | Available in US and Canada,Dylan Oxford,2,
204368,Sweet Genevieve (TTBB) (arr. Rowe),Arranged by: J. Cecil Rowe,J. Cecil Rowe,2,
8826,Sweet Georgia Brown (TTBB) (arr. Waesche),TTBB | Arranged by Ed Waesche | as sung by Second Edition | Available in US and Canada,Ed Waesche,2,
202591,Sweet Mae (TTBB) (arr. Jones),Bob Jones ,Bob Jones,2,
11610,"Sweetest Story Ever Told, The (TTBB) (arr. Szabo)",Arranged by: Burt Szabo,Burt Szabo,2,
204508,"Sweetheart of Sigma Nu, The (TTBB) (arr. Thorne)","Arranged by: Thorne, Frank | Available in US and Canada",Frank Thorne,2,
213210,Swing Down Chariot (SATB) (arr. The Vagabonds),"SATB, for mixed voices | Arranged by The Vagabonds | Available in all territories   ",The Vagabonds,2,SATB
11124,Swing Down Chariot (SSAA) (arr. The Vagabonds),"SSAA, for female voices | Arrangement by The Vagabonds | Available in all territories ",The Vagabonds,2,SSAA
7388,Swing Down Chariot (TTBB) (arr. The Vagabonds),TTBB | Arranged by THE VAGABONDS | Available to all customers,The Vagabonds,2,
7716,Ta-Ra-Ra Boom-De-Ay and A Hot Time In The Old Town (TTBB) (arr. SPEBSQSA),"TTBB, arranged by SPEBSQSA, Inc. | from the Barbershop Show Tunes Series | Licensed for all territories",,2,
212119,Take A Chance On Me (SATB) (arr. Minshall),SATB | Arranged by Joey Minshall (formerly #205595) | Available in US and Canada,Joey Minshall,3,SATB
7066,Take A Little Time (TTBB) (arr. Lyne),Bourne TTBB | Arranged by Greg Lyne,,,
7658,Take Me Out To The Ball Game (TTBB) (arr. SPEBSQSA),Arranged by: Unknown,BHS,2,
8622,Take Me Out To The Ballgame (TTBB) (arr. BHS),"TTBB Arrangement by SPEBSQSA, Inc.| Available for all customers",,2,
7298,Take Me To The Land Of Jazz (TTBB) (arr. Campbell),"TTBB, arranged by Rob Campbell | Part of the Barbershop Songs for Men series",Rob Campbell,2,
213558,Take On Me (SATB) (arr. Wessler),"SATB, for mixed voices | Arranged by Dan Wessler | Available in US and Canada LEARNING TRACKS COMING SOON!!!",Dan Wessler,3,SATB
213557,Take On Me (SSAA) (arr. Wessler),"SSAA, for female voices | Arranged by Dan Wessler | Available in US and Canada LEARNING TRACKS COMING SOON!!!",Dan Wessler,3,SSAA
213556,Take On Me (TTBB) (arr. Wessler),TTBB | Arranged by Dan Wessler | as sung by After Hours | Available in US and Canada After Hours quartet performance here: ,Dan Wessler,3,
7125,Take Your Girlie To The Movies (TTBB) (arr. Szabo),Arranged by: Burt Szabo,Burt Szabo,2,
203126,Taking A Chance On Love (TTBB) (arr. Waesche),TTBB | arranged by Ed Waesche | Available in US and Canada ,Ed Waesche,2,TTBB
211649,Tangerine (TTBB) (arr. Hale),"TTBB | Arranged by Mark Hale (formerly #203375) | from the Paramount Picture The Fleet's In, as sung by Michigan Jake | Available Worldwide (excluding Japan, South Korea, and Taiwan)",Mark Hale,4,
200905,TAPS (TTBB) (arr. Waesche),"Arranged by: Waesche, Ed",Ed Waesche,1,
204370,Taxes (TTBB) (arr. Berg),Arranged by: Edward Berg,Edward Berg,1,
210962,Teach Everybody To Sing (SSAA)(arr. Liles),"SSAA, for high voices | Composed and Arranged by Joe Liles",Joe Liles,,
8529,Teach The Children To Sing (TTBB),"TTBB, composed and arranged by Joe Liles |  Thanks to the Society's Publications Volunteer Team for converting this arrangement from the original octavo format!",Joe Liles,2,TTBB
7679,Ten Feet Off The Ground (TTBB) (arr. Hicks),"from the 1968 Disney film, The One and Only, Genuine, Original Family Band | TTBB, arranged by Val Hicks | from the Society's Barbershop Show Tunes series | Available in US and Canada",Val Hicks,2,TTBB
213358,Tennessee Waltz (TTBB) (arr. Cokeroft),TTBB | Arranged by Gene Cokeroft | featured in the songbook ,Gene Cokeroft,2,
211584,Tennessee Waltz (TTBB) (arr. Dale),TTBB | Arranged by Aaron Dale (formerly #200128) | as sung by State Line Grocery ,Aaron Dale,4,
213760,Text Me Merry Christmas (SATB) (arr. Scott),"SATB, for mixed voices | Arranged by Adam Scott | Available in US and Canada ",Adam Scott,3,SATB
210875,Text Me Merry Christmas (SSAA) (arr. Scott),"SSAA, for female voices | Arranged by Adam Scott | Print version | Available in US and Canada ",Adam Scott,3,
210046,Text Me Merry Christmas (TTBB) (arr. Scott),TTBB | Arranged by Adam Scott | Print version | Available in US and Canada ,Adam Scott,3,
7545,Thank You (TTBB) (arr. Briner),Arranged by: David Briner,Dave Briner,2,
7390,Thanks For The Memory (TTBB) (arr. Knight),"TTBB, arranged by Mel Knight | Available in US and Canada",Melvin Knight,,
7656,That Certain Party (TTBB) (arr. Stevens),"Bourne Music Publication| TTBB, arranged by Dave Stevens",,,
7089,That Old Dominion Line (TTBB) (arr. Szabo),Arranged by: Burt Szabo,Burt Szabo,2,
7074,That Old Fashioned Mother Of Mine (TTBB) (arr. Advanced Arrangers Harmony College),Arranged by: Unknown,,3,
7166,That Old Gang of Mine (TTBB) (arr. Baird),"TTBB, arranged by Jack Baird| a Bourne Music publication Words By: Billy Rose & Mort Dixon Music By: Ray Henderson",Jack Baird,1,
7303,That Old Irish Mother Of Mine (TTBB) (arr. Perry),"TTBB, arranged by Louis Perry | Available to all territories",Louis Perry,2,
7144,That Old Quartet of Mine (TTBB) (arr. Perry),"Bourne Music Publication| TTBB, arranged by Lou Perry",Louis Perry,4,
7398,That Railroad Rag (TTBB) (arr. Roose),Arranged by: Kirk Roose,Kirk Roose,2,
8108,That Slippery Slide Trombone (TTBB),Arranged by: Unknown,,3,
7319,That Tumble-Down Shack in Athlone (TTBB) (arr. SPEBSQSA),"TTBB for low voices, arranged by SPEBSQSA (Barbershop Harmony Society)",SPEBSQSA (Barbershop Harmony Society),2,
7284,That Wonderful Mother Of Mine (TTBB) (arr. Graham/Perry),"TTBB, arranged by Bob Graham and Lou Perry","Lou Perry, Bob Graham",2,
212519,That'll Be the Day (SSAA) (arr. Gentry),"SSAA, for female voices | Arranged by Tom Gentry (formerly #113925) | Available in US and Canada",Thomas Gentry,1,
212070,That'll Be the Day (TTBB) (arr. Gentry),TTBB | Arranged by Tom Gentry (formerly #113498) | Available in US and Canada,Thomas Gentry,1,
7351,That's An Irish Lullaby (TTBB) (arr. Waesche),"TTBB, arranged by Ed Waesche | Available for all territories",Ed Waesche,2,
213527,That's Life (SATB) (arr. BHS),"SATB, for mixed voices | Arranged by the Barbershop Harmony Society | Available in US and Canada ",Barbershop Harmony Society,3,SATB
213525,That's Life (SSAA) (arr. BHS),"SSAA, for female voices | Arranged by the Barbershop Harmony Society | Available in US and Canada ",Barbershop Harmony Society,3,SSAA
212537,That's Life (SSAA) (arr. Rector),"SSAA, for female voices | Arranged by Mo Rector (formerly #204052) | Available in US and Canada",Mo Rector,3,
202796,That's Life (TTBB) (arr. BHS),TTBB| Arranged by Barbershop Harmony Society | Available in US and Canada ,BHS,3,
212057,That's Life (TTBB) (arr. Rector),TTBB | Arranged by Mo Rector (formerly #200685) | Available in US and Canada,Mo Rector,3,
208846,The Auctioneer (TTBB) (arr. Backwell),TTBB | Arranged by Greg Backwell | as sung by The Bluegrass Student Union | Available in US and Canada ,Greg Backwell,4,
8616,The Banana Boat Song (TTBB) (arr. Gray),"TTBB, arranged by Don Gray |from the Harmony Explosion Series | Available in US and Canada",Don Gray,1,
7136,The Barbershop Strut (TTBB) (arr. Moon),"Bourne Music Publication | TTBB, arranged by Earl Moon",Earl Moon,2,
212621,The Bells of Notre Dame with Out There (TTBB) (arr. Dale),"TTBB | Arranged by Aaron Dale | from Walt Disney's The Hunchback of Notre Dame | as sung by Ringmasters | Print version | Available in US and Canada Click the ""VIDEO"" tab above to see this arrangement performed live by Ringmasters quartet",Aaron Dale,5,
213473,The Chordbuster March (SATB) (arr. Wyatt),"SATB, for mixed voices | Arranged by W.A. Wyatt | Available in all territories ",W.A. Wyatt,2,SATB
213471,The Chordbuster March (SSAA) (arr. Wyatt),"SSAA, for female voices | Arranged by W.A. Wyatt | Available in all territories ",W.A. Wyatt,2,SSAA
7506,The Chordbuster March (TTBB) (arr. Wyatt),"TTBB | Arranged by W.A. Wyatt | as sung by The Suntones, featured in ",W. A. Wyatt,2,TTBB
212145,The Christmas Song (Chestnuts Roasting on an Open Fire) (TTBB) (arr. Dale),TTBB | Arranged by Aaron Dale (formerly #114424) | Available in US and Canada,Aaron Dale,3/4,TTBB
7696,The Christmas Song (TTBB) (arr. Liles),TTBB | Arranged by Joe Liles | from the Barbershop Show Tunes series | Available in US and Canada ,Joe Liles,4,
211204,The Climb (SSAA) (arr. Prietto),SSAA | Arranged by Carole Prietto | from HANNA MONTANA: THE MOVIE | Licensed for all territories,Carole Prietto,3,
214225,The Dance (TTBB) - arr. Patrick McAlexander,"as contained in the Nashville Barbershop Style songbook | TTBB for low voices, arranged by Patrick McAlexander |  ""The Dance"" was a hit single around the world for recording artist Garth Brooks and was named Song of the Year by the Academy of Country Music.   ",Patrick McAlexander,2,
6404,The Days Back When (TTBB) (arr. Hicks),"Bourne Music Publication | TTBB, arranged by Val Hicks",,,
211962,The First Noel  (TTBB) (arr. Grimmer),TTBB | Arranged by Wayne Grimmer | from ,Wayne Grimmer,1,
211964,The First Noel (SATB) (arr. Grimmer),"for Mixed/SATB voices | Arranged by Wayne Grimmer | transposed from Yuletide Favorites, Vol. II | Print version | Available in all territories Arranged specifically for the Yuletide Favorites, Vol. II collection, Wayne Grimmer’s treatment of this beloved carol is simple and elegant with a lovely intro/turn figure that sets it apart from a typical stock arrangement. A most worthy addition to your Christmas music library.",Wayne Grimmer,1,
211963,The First Noel (SSAA) (arr. Grimmer),"for female/SSAA voices | Arranged by Wayne Grimmer | transposed from Yuletide Favorites, Vol. II | Print version | Available in all territories Arranged specifically for the Yuletide Favorites, Vol. II collection, Wayne Grimmer’s treatment of this beloved carol is simple and elegant with a lovely intro/turn figure that sets it apart from a typical stock arrangement. A most worthy addition to your Christmas music library.",Wayne Grimmer,1,
7027,The Gang That Sang Heart Of My Heart (TTBB) (arr. Graham),"TTBB, arranged by Bob Graham |from the Barbershop Songs For Men series | Available in US, Canada, & Australia",Bob Graham,2,
214361,The Gift of Harmony (TTBB) (Olguin),"Words, Music, and Arrangement by Paul Olguin | as sung by Bridge Town Sound | TTBB, for low voices | With appreciation to Society Volunteer Brian Ayers for his assistance in the production of this publication   ",Paul Olguin,2,
11524,The Girl in My Fantasy (TTBB) (arr. Liles),"Bourne Music Publication| TTBB, arranged by Joe Liles",,,
7365,The Glory of Love (TTBB) (arr. Driscoll),"TTBB, arranged by Dennis Driscoll | from the Barbershop Classics Series | Available in USA and Canada",Dennis Driscoll,3,
7689,The Halls Of Ivy (TTBB) (arr. SPEBSQSA),"(Previously #89) | Theme Song from the 1950s Radio and TV series The Halls Of Ivy | TTBB, arranged by the Barbershop Harmony Society | from the Barbershop Show Tunes Series | Available in US, Canada, and Australia | Thanks to Society Volunteer Brian Ayers for converting this arrangement from the original octavo version!<br /> ",SPEBSQSA,2,
7107,The Hand That Rocked My Cradle (TTBB) (arr. Szabo),Arranged by: Burt Szabo,Burt Szabo,4,
8091,The Heritage Medley (TTBB) (arr. SPEBSQSA),"TTBB | Arranged by SPEBSQSA | from the Harmony Heritage Songs series | Available for all territories | Contains:  DON'T YOU LOVE TO HEAR THE OLD SONGS; SHINE ON HARVEST MOON; LET ME CALL YOU SWEETHEART; CUDDLE UP A LITTLE CLOSER, LOVEY MINE; MEET ME IN ST. LOUIS, LOUIS; LOVE ME, AND THE WORLD IS MINE; THE SIDEWALKS OF NEW YORK; YOU'RE A GRAND OLD FLAG; IN MY MERRY OLDSMOBILE; DAISY BELL; YANKEE DOODLE BOY; SWEET ROSIE O'GRADY; IN THE GOOD OLD SUMMER TIME; AND THE BAND PLAYED ON; THE BOWERY;  and PUT YOUR ARMS AROUND ME, HONEY.",,4,
7660,The Last Time I Saw Henry (TTBB) (arr. SPEBSQSA),"TTBB, arranged by the Barbershop Harmony Society (SPEBSQSA) | from the Barbershop Show Tunes series",Barbershop Harmony Society,1,
213469,The Lion Sleeps Tonight (SATB) (arr. Turnbull),"SATB, for mixed voices | Arranged by Scott Turnbull | Available in US and Canada ",Scott Turnbull,1,
203389,The Lion Sleeps Tonight (SSAA) (arr. Turnbull),"SSAA, for female voices | Arranged by Scott Turnbull | Print version | from the Harmony Explosion Series | Available in US and Canada",Scott Turnbull,1,
8637,The Lion Sleeps Tonight (TTBB) (arr. Turnbull),"TTBB, arranged by Scott Turnbull | Print version | from the Harmony Explosion Series | Available in US and Canada  ",Scott Turnbull,1,
203127,The Little Boy (TTBB) (arr. Gentry),TTBB | Arranged by Tom Gentry | Available in US and Canada *International customers may purchase a digital version of this arrangement through ,Thomas Gentry,2,
7302,The Lonesomest Girl In Town (TTBB) (arr. SPEBSQSA),Arranged by: Unknown,,2,
213605,The Longest Time (SATB) (arr. Gentry),"SATB, for mixed voices | Arranged by Tom Gentry | Available in US and Canada ",Tom Gentry,1,SATB
213603,The Longest Time (SSAA) (arr. Gentry),"SSAA, for female voices | Arranged by Tom Gentry | Available in US and Canada ",Tom Gentry,1,SSAA
8631,The Longest Time (TTBB) (arr. Gentry),TTBB | Arrangement by Tom Gentry | Available in US and Canada ,Thomas Gentry,2,
8525,The Lord's Prayer (TTBB) (arr. Liles/Gentry),"TTBB, arranged by Tom Gentry and Joe Liles | Available in US",Joe Liles and Tom Gentry,2,
211207,The Maple Leaf Forever (TTBB) (arr. Embury),"TTBB | Arranged by Phil Embury | Print version | Re-released to commemorate 150th anniversary of Canadian Confederation | Updated from previously published version that appeared in the songbook Songs for Men, Vol. 3, July 1, 1950 | Available in all territories",Phil Embury,1,
8801,The Moment I Saw Your Eyes (TTBB) (arr. Liles),"TTBB, arranged by Joe Liles ",Joe Liles,4,
211631,The Muppet Show Theme (SSAA) (arr. Young),"SSAA, for female voices | Arranged by Kirk Young (formerly #",Kirk Young,4,
212682,The Muppet Show Theme (TTBB) (arr. Young),TTBB | Arranged by Kirk Young (formerly #,Kirk Young,4,TTBB
212433,The Music of the Night (SSAA) (arr. Wright),"SSAA, for female voices | Arranged by David Wright (formerly #114319) | from The Phantom of the Opera, as sung by Gas House Gang | Available in US and Canada",David Wright,4,
211645,The Music of the Night (TTBB) (arr. Wright),"TTBB | Arranged by David Wright (formerly #111892) | from The Phantom of the Opera, as sung by Gas House Gang | Available in US and Canada",David Wright,4,
212159,The Nearness of You (TTBB) (arr. Brockman),"TTBB | Arranged by John Brockman (formerly #209461) | from the Paramount Picture Romance in the Dark | Available Worldwide excluding Japan, South Korea, and Taiwan",John Brockman,4,TTBB
211614,The Nearness of You (TTBB) (arr. Hopkins),TTBB | Arranged by Rob Hopkins (formerly #113668) | ,Rob Hopkins,3,
201319,The New Ashmolean Marching Society and Students Co (TTBB) (arr. Briner),David Briner | Available in US and Canada ,Dave Briner,2,
8808,The Old Piano Roll Blues (TTBB) (arr. Rector),TTBB | Arranged by Mo Rector | Available in US and Canada,Mo Rector,4,
7057,The Pal That I Loved Stole The Gal That I Loved (TTBB) (arr. Perry),"TTBB, arranged by Lou Perry | from the Barbershop Songs For Men (SFM) series, revised 5/1/78 (No. 57)",Louis Perry,2,
7150,The Rose Of No Man's Land (TTBB),"TTBB, arranged by the Barbershop Harmony Society | part of the Barbershop Songs for Men series | With appreciation to the BHS publications volunteer team for converting this arrangement from the original octavo format!",,2,
204350,The Rose of Tralee (TTBB) (arr. Connett),"Arranged by: Connett, Floyd",Floyd Connett,1,
7120,The Showboat Came To Town (TTBB) (arr. Hicks),"TTBB, arranged by Val Hicks | a Bourne Music Publication",Val Hicks,2,
7311,The Song Is Ended (But the Melody Lingers On) (TTBB) (arr. Foris/Gentry/Szabo),"TTBB | Arranged by Russ Foris, Tom Gentry, and Burt Szabo | Available in US and Canada","Russ Foris, Tom Gentry, Burt Szabo",2,
211663,The Song Is Ended (But the Melody Lingers On) (TTBB) (arr. Waesche),TTBB | Arranged by Ed Waesche (formerly #114379) | Available in US and Canada,Ed Waesche,3,TTBB
211665,The Sound of Music with Climb Every Mountain (TTBB) (arr. Liles),TTBB | Arranged by Joe Liles (formerly #112616) | from the musical The Sound of Music | Available Worldwide,Joe Liles,2,
209770,The Sound Of Silence (TTBB) (arr. DeLong),"TTBB, arranged by Erik DeLong | Available in US and Canada",,4,
7684,The Spaniard That Blighted My Life (TTBB) (arr. Szabo),Arranged by: Burt Szabo,Burt Szabo,4,
7643,The Star-Spangled Banner (TTBB) (arr. Hicks),"TTBB, Arranged by Val Hicks  ",Val Hicks,2,
208706,The Stars and Stripes Forever (SATB) (arr. Wright),Arranged by David Wright | Adapted for SATB mixed voices by Darin Drown  ,David Wright,5,
210954,The Stars and Stripes Forever (SSAA) (arr. Wright),"SSAA, for high voices | Arranged by David Wright ",David Wright,5,
210953,The Stars and Stripes Forever (TTBB) (arr. Wright),"TTBB, for low voices | Arranged by David Wright | Print version ",David Wright,5,
