Song Title|Voicing|Arranger
I'm Old Fashioned|SSAA|Diane Clark
I'm Old Fashioned|SSAA|Jo Lund
I'm Old Fashioned|SSAA|Renee Craig
I'm Old Fashioned|TTBB|Brent Graham
I'm Old Fashioned|TTBB|Roy Dawson
I'm Old Fashioned|TTBB|Walter Latzko
I'm Old-Fashioned|SSAA|Diane Clark
I'm Old-Fashioned|SSAA|Jo Lund
I'm On Fire|TTBB|Mark Stevens
I'm On My Way|TTBB|Jon Nicholas
I'm Outta Love|SSAA|Staffan Paulson
I'm Pretty Good At Drinkin' Beer|TTBB|Jim West
I'm Proud To Be An American|TTBB|Jim West
I'M Proud To Be An American|SSAA|Brian Beck
I'm Putting All My Eggs In One Basket|TTBB|Aaron Dale
I'm Putting All My Eggs In One Basket|TTBB|Jim Shubert
I'm Putting All My Eggs In One Basket|TTBB|Patrick McAlexander
I'm Putting All My Eggs In One Basket|TTBB|Robert Rund
I'm Ready|TTBB|Nicholas Wright
I'm Returning Everything|SSAA|Tom Gentry
I'm Returning Everything|TTBB|Tom Gentry
I'm Sending A Letter To Santa Claus|SSAA|Carolyn Schmidt
I'm Sending A Message To Daddy|SSAA|Marie Johnson
I'm Shooting High|SSAA|Kathy Hanneson
I'm Shooting High|SSAA|Patrick McAlexander
I'm Shooting High|TTBB|Walter Latzko
I'm Singing Your Love Song To Somebody Else|TTBB|John Hohl
I'm Singing Your Love Song To Somebody Else|TTBB|Renee Craig
I'm Singing Your Love Song To Somebody Else|TTBB|Rob Hopkins
I'm Singing Your Love Songs to Somebody Else|SSAA|Renee Craig
I'm Sittin' On Top of the World|TTBB|Bonston Consort and Rob Hopkins
I'm Sittin' On Top Of The World|TTBB|Boston Consort
I'm Sittin' On Top Of The World|TTBB|Patrick McAlexander
I'M SITTIN' ON TOP OF THE WORLD|SSAA|Renee Craig
I'm Sittin' Pretty In A Pretty Little City|TTBB|Don Hewey
I'm Sitting on Top of the World|SSAA|John Hohl/Dave Stevens
I'm Sitting On Top of the World|SATB|The Boston Consort
I'm Sitting On Top of the World|SSAA|Lorraine Rochefort
I'm Sitting On Top of the World|SSAA|The Boston Consort
I'm Sitting On Top of the World|TTBB|John Hohl & Dave Stevens
I'm Sitting On Top Of The World|SSAA|Nancy Bergman
I'm Sitting On Top Of The World|SSAA|Renee Craig
I'm Sitting On Top Of The World|SSAA|Walter Latzko
I'm Sitting On Top Of The World|TTBB|Boston Consort
I'm Sitting On Top Of The World|TTBB|Jay Giallombardo
I'm Sitting On Top Of The World|TTBB|John Hohl
I'm Sitting On Top Of The World|TTBB|Rob Hopkins
I'm Sitting On Top Of The World|TTBB|The Boston Consort
I'm So Alone With The Crowd|TTBB|SPEBSQSA
I'm So Alone With The Crowd|TTBB|Steve Jamison
I'm So Excited|SSAA|Jim Massey
I'm So Excited|SSAA|Liz Garnett
I'm So Glad We Had This Time Together|SSAA|Brent Graham
I'm So Glad We Had This Time Together|SSAA|Nancy Bergman
I'm So Glad We Had This Time Together|TTBB|Jim Franklin
I'm So Glad We Had This Time Together|TTBB|Roger Olsen
I'm So Glad You Chose Me|TTBB|Todd Troutman
I'm Somebody Else's Now/Who's Sorry Now Medley|TTBB|Jay Giallombardo
I'm Sorry|TTBB|Deke Sharon
I'm Sorry I Answered The Phone|TTBB|Ed Gentry
I'm Sorry I Answered The Phone|TTBB|Louis Perry
I'm Sorry I Made You Cry|SSAA|Brian Beck
I'm Sorry I Made You Cry|SSAA|Jay Giallombardo
I'm Sorry I Made You Cry|SSAA|Joe Mannherz
I'm Sorry I Made You Cry|TTBB|Ed Waesche
I'm Sorry I Made You Cry|TTBB|Gene Cokeroft
I'm Sorry I Made You Cry|TTBB|Jack Baird
I'm Sorry I Made You Cry|TTBB|Jay Giallombardo
I'm Sorry I Made You Cry|TTBB|Joe Mannherz
I'm Sorry I Made You Cry|TTBB|John Hohl
I'm Sorry I Made You Cry|TTBB|Kirk Roose
I'm Sorry I Made You Cry|TTBB|Louis Perry
I'm Sorry I Made You Cry|TTBB|Phil Embury
I'm Spending Hanukkah In Santa Monica|TTBB|Jay Giallombardo
I'm Spending Hanukkah In Santa Monica|TTBB|John Hohl
I'm Still A Guy|TTBB|Jim West
I'm Still Havin' Fun|TTBB|Joe Liles
I'm Still Holding You|SSAA|Jon Nicholas
I'm Still Holding You|TTBB|Jon Nicholas
I'm Still Standing|SATB|Melody Hine
I'm Still Standing|SATB|Richard Curtis
I'm Still Standing|SSAA|Melody Hine
I'm Still Standing|SSAA|Steve Tramack
I'm Still Standing|TTBB|Joe Grimme
I'm Still Standing|TTBB|Melody Hine
I'm Still Standing|TTBB|Nicholas Wright
I'm Still Standing|TTBB|Steve Tramack
I'm Stone In Love With You|SATB|Kevin Keller
I'm Stone In Love With You|TTBB|Kevin Keller
I'm Tellin' the Birds - Tellin' the Bees How I Love You|TTBB|Fred King
I'm The Good Man That Was So Hard To Find|TTBB|Burt Szabo
I'm the Last One Left On the Corner|SSAA|Jo Lund
I'm The Last One Left On The Corner Of That Old Gang Of Mine|TTBB|Ed Waesche
I'm The Music Man|TTBB|David Wright
I'M THE ONE YOU'RE LOOKIN' FOR|SSAA|Marie Johnson
I'm the One You're Looking For|SSAA|Marie Johnson
I'm The One Your're Looking For|SSAA|Marie Johnson
I'm Thru with Love|SATB|Kevin Keller
I'm Thru with Love|SSAA|Anna Maria Parker
I'm Thru with Love|SSAA|Kevin Keller
I'm Thru with Love|TTBB|Kevin Keller
I'm Tickled Pink With A Blue Eyed Baby|TTBB|John Hohl
I'm Trying to Find Where the Angels Live|SSAA|Michael McCord
I'm Trying to Find Where the Angels Live|TTBB|Michael McCord
I'm Tying The Leaves|TTBB|Warren 'Buzz' Haeger
I'm Tying The Leaves|TTBB|Warren Haeger
I'm Waiting For Ships That Never Come In|SSAA|Carolyn Johnson
I'm Waiting For Ships That Never Come In|TTBB|Burt Szabo
I'm Walkin'|TTBB|Aaron Dale
I'm Wild About Horns On Automobiles That Go 'Ta-Ta-Ta-Ta'|TTBB|Don Gray
I'm Wild About Horns On Automobiles That Go "Ta-Ta-Ta-Ta"|TTBB|Don Gray
I'm Wishing My Life Away|TTBB|Burt Szabo
I'm with you|SATB|Joe Mannherz
I'm with you|SSAA|Deke Sharon
I'm Yours|SATB|Deke Sharon
I'm Yours|SATB|Kirby Shaw
I'm Yours|SSAA|Carole Prietto
I'm Yours|SSAA|David Wallace
I'm Yours|SSAA|Glenda Lloyd
I'm Yours|SSAA|Kirby Shaw
I'm Yours|SSAA|Rice/Florence
I'm Yours|TTBB|Kirby Shaw
I'm Yours|TTBB|Steve Tramack
I've Been Everywhere|TTBB|Earl Moon
I've Been Floating Down The Old Green River|TTBB|Munson Hinman
I've Been Waiting For Your Phone Call|SSAA|Nancy Bergman
I've Been Waiting For Your Phone Call for 18 Years|SSAA|Nancy Bergman
I've Been Workin' on My Golf Game|TTBB|Tom Gentry
I've Been Workin' On The Railroad|SATB|Roger Payne
I've Been Workin' On The Railroad|SSAA|Roger Payne
I've Been Workin' On The Railroad|TTBB|Mark Stevens
I've Been Workin' On The Railroad|TTBB|Roger Payne
I've Been Working on the Railroad|SATB|Roger Payne
I've Been Working on the Railroad|SSAA|Roger Payne
I've Been Working on the Railroad|TTBB|Roger Payne
I've Come To Realize|TTBB|Kyle Snook
I've Come To Take You Back Home|TTBB|Louis Perry
I've Forgotten You|TTBB|Walter Latzko
I've Found A New Baby (I Found A New Baby)|SATB|Joe Mannherz
I've Found A New Baby (I Found A New Baby)|TTBB|Joe Mannherz
I've Found A New Baby (I Found A New Baby)|TTBB|Walter Latzko
I've Found My Sweetheart Sally|TTBB|Ed Waesche
I've Got a Cross-Eyed Papa But He Looks Straight to Me|SSAA|Jay Giallombardo
I've Got a Cross-Eyed Papa But He Looks Straight to Me|TTBB|Jay Giallombardo
I've Got a Crush on You|SSAA|Joe Liles
I've Got A Crush On You|SSAA|Jo Lund
I've Got A Crush On You|SSAA|Joe Mannherz
I've Got A Crush On You|SSAA|Kevin Keller
I've Got A Crush On You|SSAA|Steve Jamison
I've Got A Crush On You|TTBB|Jim Shubert
I've Got A Crush On You|TTBB|Joe Mannherz
I've Got A Crush On You|TTBB|Kevin Keller
I've Got A Crush On You|TTBB|Walter Latzko
I've Got A Crush/As Time Boes By|SSAA|Tedda Lippincott
I've Got A Dream|TTBB|Soren Detlefsen
I’ve Got A Dream|TTBB|Darin Drown
I've Got A Feeling I'm Fallin'|SSAA|Nancy Bergman
I've Got A Feeling I'm Falling|SSAA|David Wright
I've Got A Feeling I'm Falling|SSAA|Nancy Bergman
I've Got A Feeling I'm Falling|TTBB|David Wright
I've Got A Feeling I'm Falling|TTBB|Jim Emery
I've Got A Feeling You'Re Foolin'|TTBB|Walter Latzko
I've Got A Gal in Kalamazoo|TTBB|Walter Latzko
I've Got A Golden Ticket|SSAA|Kevin Keller
I've Got A Golden Ticket|TTBB|David Wright
I've Got A Golden Ticket|TTBB|Kevin Keller
I've Got A Lovely Bunch Of Hot Dogs|TTBB|Bob Brock
I've Got A Pain In My Sawdust|TTBB|Tom Gentry
I've Got A Pocketful of Dreams|SSAA|Jon Nicholas
I've Got My Love To Keep Me Warm|SATB|Deke Sharon
I've Got My Love To Keep Me Warm|SATB|Joe Mannherz
I've Got My Love To Keep Me Warm|SATB|Kari Francis
I've Got My Love To Keep Me Warm|SATB|Kohl Kitzmiller
I've Got My Love To Keep Me Warm|SSAA|Anastasio Rossi
I've Got My Love To Keep Me Warm|SSAA|Jon Nicholas
I've Got My Love To Keep Me Warm|SSAA|June Berg
I've Got My Love To Keep Me Warm|SSAA|Kohl Kitzmiller
I've Got My Love To Keep Me Warm|SSAA|Patricia Godfrey
I've Got My Love To Keep Me Warm|SSAA|Walter Latzko
I've Got My Love To Keep Me Warm|TTBB|Adam Reimnitz
I've Got My Love To Keep Me Warm|TTBB|Anastasio Rossi
I've Got My Love To Keep Me Warm|TTBB|Kohl Kitzmiller
I've Got My Love To Keep Me Warm|TTBB|Mark Goodney
I've Got My Love To Keep Me Warm|TTBB|Wayne Grimmer
I've Got No Strings|TTBB|Jackson Pinder
I've Got No Strings|TTBB|Jeremey Johnson
I've Got Rings On My Fingers|TTBB|Walter Latzko
I've Got The Blues For Tennessee|SSAA|Marie Johnson
I've Got the Music In Me|SSAA|Mary Ann Wydra
I've Got The Music In Me|SATB|Deke Sharon
I've Got The Music In Me|SSAA|Dede Nibler
I've Got the Time|SSAA|Joe Liles
I've Got The Time - I've Got The Place|TTBB|Joe Liles
I've Got the World on a String|SSAA|Mac Huff
I've Got the World on a String|TTBB|Unspecified
I've Got The World On A String|SATB|Joe Mannherz
I've Got The World On A String|SSAA|Dede Nibler
I've Got The World On A String|SSAA|Joe Mannherz
I've Got The World On A String|SSAA|Larry Wright
I've Got The World On A String|SSAA|Tom Gentry
I've Got The World On A String|TTBB|Adam Reimnitz
I've Got The World On A String|TTBB|Dom Finetti
I've Got The World On A String|TTBB|Kohl Kitzmiller
I've Got The World On A String|TTBB|Larry Wright
I've Got The World On A String|TTBB|Rob Hopkins
I've Got The World On A String|TTBB|Todd Troutman
I've Got The World On A String|TTBB|Tom Gentry
I've Got The World On A String|TTBB|Walter Latzko
I've Got You Under My Skin|SSAA|Brian Beck
I've Got You Under My Skin|TTBB|Walter Latzko
I've Got You Under My Skin|TTBB|Wayne Grimmer
I've Gotta Be Me|SSAA|Larry Wright
I've Gotta Be Me|TTBB|Steve Tramack
I've Gotta Be Me|TTBB|Theodore Hicks
I've Gotta Crow|SSAA|Larry Wright
I've Grown Accustomed To Her Face|SATB|Joe Mannherz
I've Grown Accustomed To Her Face|SSAA|Brent Graham
I've Grown Accustomed To Her Face|SSAA|Jim Arns
I've Grown Accustomed To Her Face|TTBB|Joe Mannherz
I've Grown Accustomed To Her Face|TTBB|Val Hicks
I've Heard That Song Before|SSAA|Mary Grace Lodico
I've Heard That Song Before|SSAA|Mary Santomeno
I've Heard That Song Before|TTBB|Douglas Beck
I've Heard That Song Before|TTBB|Eric Ruthenberg
I've Heard That Song Before|TTBB|Jim West
I've Heard That Song Before|TTBB|Walter Latzko
I've Heard That Song Before/Sweet Adeline|TTBB|Walter Latzko
I've Heard/One of Those Songs Medley|TTBB|Steve Jamison
I've Lost All My Love For You|TTBB|Fred King
I've Lost All My Love For You|TTBB|Randy Conner
I've Lost You So Why Should I Care|TTBB|Jack Baird
I've Never Been In Love Before|SATB|David Wright
I've Never Been In Love Before|SATB|Don Gray
I've Never Been In Love Before|TTBB|Theodore Hicks
I've Seen All Good People|SATB|Joe Mannherz
I've Seen It|SATB|Mark Stevens
I've Seen My Baby (And It Won't Be Long Now)|TTBB|Dennis Driscoll
I've Told Ev'ry Little Star|SSAA|Takako Fuke
Icarus|SATB|Nicholas Wright
Icarus|TTBB|Ralph Towner and Gary Rosen
Ice Cream|TTBB|Walter Kaestner
Ice Cream/Sincere/It'S You Medley|TTBB|Walter Latzko
Ich will keine Schokolade|SSAA|Kevin Koehl
Ich will keine Schokolade|SSAA|Tom Gentry
Ich will keine Schokolade|TTBB|Tom Gentry
Ida! Sweet As Apple Cider|TTBB|Roger Craig
Ida! Sweet As Apple Cider|TTBB|Walter Latzko
If|SATB|Emily Moriarty
If|SATB|Joey Minshall
If|SATB|Larry Triplett
If|SSAA|Anna Maria Parker
If|SSAA|Emily Moriarty
If|SSAA|Jay Giallombardo
If|SSAA|Joey Minshall
If|SSAA|Larry Triplett
If|SSAA|Marge Bailey
If|SSAA|Nancy Bergman
If|SSAA|Tom Gentry
If|TTBB|Brent Graham
If|TTBB|Dave Marquis
If|TTBB|Jay Giallombardo
If|TTBB|Jim West
If|TTBB|John Hohl
If|TTBB|Ken Potter
If|TTBB|Larry Triplett
If|TTBB|Tom Gentry
If All Moons Were Honeymoons|TTBB|Jack Baird
If All My Dreams Were Made Of Gold|TTBB|Aaron Dale
If All My Dreams Were Made Of Gold|TTBB|Ed Hinkley
If All My Dreams Were Made Of Gold|TTBB|Louis Perry
If All My Dreams Were Made of Gold, I'd Buy the World for You|TTBB|Louis Perry
If All My Dreams Were Made Of Gold, I'd Buy The World For You|TTBB|Lou Perry
If Anything Happened to You|TTBB|Tom Gentry
If Ever I Would Leave You|SSAA|Brent Graham
If Ever I Would Leave You|SSAA|Clay Hine
If Ever I Would Leave You|TTBB|Brent Graham
If Ever I Would Leave You|TTBB|Clay Hine
If Ever I Would Leave You|TTBB|Kris Olson
If He Can Fight Like He Can Love|SSAA|Russ Foris
If He Can Fight Like He Can Love, Good Night Germany|SSAA|Marie Johnson
If He Can Fight Like He Can Love, Good Night Germany|SSAA|Russ Foris
If He Can Fight Like He Can Love, Good Night Germany|TTBB|C. J. Sams Jr.
If He Can Fight Like He Can Love, Good Night Germany|TTBB|Lloyd Steinkamp
If He Can Fight Like He Can Love, Good Night Germany|TTBB|Walter Latzko
If He Fights for His Country|SSAA|Jay Giallombardo
If He Fights for His Country|TTBB|Jay Giallombardo
If He Walked Into My Life|SSAA|Jo Lund
If He Walked Into My Life|SSAA|Mark Jennings
If I Ain't Got You|SSAA|Lauren Kahn
If I Ain't Got You|SSAA|Rosalind Johnson
If I Can Dream|SATB|Steven Armstrong
If I Can Dream|SATB|Tom Gentry
If I Can Dream|SSAA|Kay Bromert
If I Can Dream|SSAA|Kevin Koehl
If I Can Dream|SSAA|Tom Gentry
If I Can Dream|TTBB|Aaron Dale
If I Can Dream|TTBB|Steve Armstrong
If I Can Dream|TTBB|Steven Armstrong
If I Can Dream|TTBB|Tom Gentry
If I Can't Have You|SATB|Nicholas Wright
If I Can't Have You|TTBB|Jay Giallombardo
If I Can't Love Her|TTBB|Theodore Hicks
If I Could|SSAA|Larry Wright
If I Could Be With You|SSAA|Anna Maria Parker
If I Could Be With You|TTBB|Dave Richards
If I Could Be With You|TTBB|Ed Waesche
If I Could Be With You / Honey Medley|SSAA|David Briner
If I Could Be With You / Honey Medley|TTBB|David Briner
If I Could Only Make You Care|TTBB|Dennis Driscoll
If I Could Tell You|SSAA|Anna Maria Parker
If I Could Write A Song|SSAA|Marie Johnson
If I Could Write A Song|TTBB|Russ Foris
If I Dare|TTBB|Adam Bock
If I Didn't Care|SATB|Larry Triplett
If I Didn't Care|SSAA|Larry Triplett
If I Didn't Care|TTBB|Brent Graham
If I Didn't Care|TTBB|Larry Triplett
If I Didn't Have You|SATB|Cay Outerbridge
If I Didn't Have You|SSAA|Thomas Gentry
If I Didn't Have You|SSAA|Tom Gentry
If I Didn't Have You|TTBB|Adam Scott
If I Didn't Have You|TTBB|Cay Outerbridge
If I Didn't Have You|TTBB|Thomas Gentry
If I Didn't Have You|TTBB|Tom Gentry
If I Ever Leave This World Alive|TTBB|Aaron Dale
If I Ever Say I'm Over You|SSAA|Brent Graham
If I Ever Say I'm Over You|TTBB|Brent Graham
If I Ever Say I'm Over You (from It's Only Life)|TTBB|Brent Graham
If I Fell|SSAA|Brian Harding
If I Fell|SSAA|Carolyn Schmidt
If I Fell|TTBB|Brian A. Harding
If I Fell|TTBB|Brian Harding
If I Fell In Love With You|SSAA|Nova Evans
If I Find Another Boy Like You|TTBB|Tom Gentry
If I Give My Heart to You|SSAA|Jim Clancy
If I Give My Heart To You|TTBB|Jay Giallombardo
If I Give My Heart To You|TTBB|Jim Clancy
If I Give My Heart To You|TTBB|Marilyn Penketh
If I Give Up The Saxophone (Will You Come Back to Me)|TTBB|Jay Giallombardo
If I Had A Bulldozer|TTBB|Tom Gentry
If I Had A Girl Like You|TTBB|Steve Jamison
If I Had A Girl Like You|TTBB|Warren 'Buzz' Haeger
If I Had a Hammer|SSAA|Tom Gentry
If I Had a Hammer|TTBB|Tom Gentry
If I Had A Million Dollars|TTBB|Dan Naumann
If I Had A Voice|SSAA|Dede Nibler
If I Had My Druthers|TTBB|Mark Goodney
If I Had My Life to Live Over|SSAA|Joni Bescos
If I Had My Life To Live Over|SSAA|June Berg
If I Had My Life To Live Over|SSAA|Mary K. Coffman Music Fund
If I Had My Life To Live Over|SSAA|Nancy Bergman
If I Had My Life To Live Over|SSAA|Tedda Lippincott
If I Had My Life To Live Over|TTBB|Hal Boehler
If I Had My Life To Live Over|TTBB|Merrill Miller
If I Had My Life To Live Over|TTBB|Paul Huff
If I Had My Life To Live Over|TTBB|Ted Cobb
If I Had My Life To Live Over|TTBB|Tom Gentry
If I Had My Way|SATB|Marshall Webb
If I Had My Way|SSAA|Adam Scott
If I Had My Way|SSAA|Clay Hine
If I Had My Way|SSAA|David Harrington
If I Had My Way|SSAA|Floyd Connett
If I Had My Way|SSAA|Jan Meyer
If I Had My Way|SSAA|Jo Lund
If I Had My Way|SSAA|Joni Bescos
If I Had My Way|SSAA|Lorraine Rochefort
If I Had My Way|SSAA|Mark Rusch
If I Had My Way|SSAA|Nancy Bergman
If I Had My Way|TTBB|David Harrington
If I Had My Way|TTBB|Earl Moon
If I Had My Way|TTBB|Jack Baird
If I Had My Way|TTBB|Mark Rusch
If I Had My Way|TTBB|Tom Gentry
If I Had My Way Parody|TTBB|Adam Reimnitz
If I Had Rhythm In My Nursery Rhymes|SSAA|Larry Wright
If I Had Rhythm In My Nursery Rhymes|TTBB|Steve Hardy
If I Had Someone To Love|TTBB|Jerry Bockus
If I Had Someone To Love|TTBB|Unknown
If I Had The Last Dream Left In The World|SSAA|Carolyn Schmidt
If I Had The Last Dream Left In The World|SSAA|Joe Liles
If I Had The Last Dream Left In The World|TTBB|Joe Liles
If I Had The Last Dream Left In The World|TTBB|Steve Jamison
If I Had You|SSAA|Nancy Bergman
If I Had You|TTBB|Dan Wessler
If I Had You|TTBB|Dennis Driscoll
If I Had You|TTBB|Ed Waesche
If I Had You|TTBB|Frank Marzocco
If I Had You|TTBB|Jim Shubert
If I Had You|TTBB|Joe Johnson
If I Had You|TTBB|Mike Menefee
If I Had You|TTBB|Robert Martin
If I Had You|TTBB|Walter Latzko
If I Had You/Cuddle Up a Little Closer Medley|SSAA|Jo Lund
If I Have To Go To War|TTBB|Kim Brittain
If I Hear Another Song About Christmas|SSAA|Lynnell Diamond
If I Knew|TTBB|Jackson Pinder
If I Lose Myself|SSAA|Nicholas Wright
If I Lose Myself|TTBB|Nicholas Wright
If I Love Again|SSAA|Ed Waesche
If I Love Again|SSAA|Joe Mannherz
If I Love Again|SSAA|Katie Farrell
If I Love Again|SSAA|Nancy Bergman
If I Love Again|SSAA|Rob Hopkins
If I Love Again|TTBB|Ed Waesche
If I Love Again|TTBB|Joe Mannherz
If I Love Again|TTBB|Katie Farrell
If I Love Again|TTBB|Rob Hopkins
If I Loved You|SATB|Deke Sharon
If I Loved You|SSAA|Jay Giallombardo
If I Loved You|SSAA|Kohl Kitzmiller
If I Loved You|SSAA|Larry Wright
If I Loved You|SSAA|Renee Craig
If I Loved You|SSAA|Tom Gentry
If I Loved You|SSAA|Walter Latzko
If I Loved You|TTBB|Deke Sharon
If I Loved You|TTBB|Don Gray
If I Loved You|TTBB|Jay Giallombardo
If I Loved You|TTBB|Jon Nicholas
If I Loved You|TTBB|Mike Sobeleski
If I Loved You|TTBB|Rasmus Krigström
If I Loved You|TTBB|Robert Rund
If I Loved You|TTBB|Steve Tramack
If I Loved You|TTBB|Tom Gentry
If I Loved You|TTBB|Walter Latzko
If I Loved You ('Carousel')|SSAA|Renee Craig
If I Loved You (from Carousel)|TTBB|Jay Giallombardo
If I Loved You (from Carousel)|TTBB|Rasmus Krigström
If I Loved You More|SSAA|Avis Fellows
If I May|SSAA|Patrick McAlexander
If I May|TTBB|Patrick McAlexander
If I Never Knew You|SATB|Theodore Hicks
If I Never Knew You|SSAA|Theodore Hicks
If I Never Knew You|TTBB|Theodore Hicks
If I Never See You Again|TTBB|Walter Latzko
If I Only Had a Brain|SSAA|Nancy Bergman
If I Only Had a Brain|SSAA|Paula Mauritzen
If I Only Had A Brain|SATB|Kyle Snook
If I Only Had A Brain|SSAA|Clay Hine
If I Only Had A Brain|SSAA|Jo Lund
If I Only Had A Brain|TTBB|Clay Hine
If I Only Had A Brain / Heart Medley|TTBB|Lloyd Steinkamp
If I Only Had A Heart (Brain)|SATB|Deke Sharon
If I Only Knew Where She's Gone|TTBB|Robert Rund
If I Ruled the World|SSAA|Renee Craig
If I Ruled The World|SSAA|Don Gray
If I Ruled The World|SSAA|Ed Waesche
If I Ruled The World|SSAA|Jay Giallombardo
If I Ruled The World|SSAA|June Dale
If I Ruled The World|SSAA|Nancy Bergman
If I Ruled The World|SSAA|Renee Craig/Nancy Bergman
If I Ruled The World|SSAA|Robert Rund
If I Ruled The World|TTBB|Don Gray
If I Ruled The World|TTBB|Ed Waesche
If I Ruled The World|TTBB|Fred King
If I Ruled The World|TTBB|Hal Snyder
If I Ruled The World|TTBB|Jim Clancy
If I Ruled The World|TTBB|Joe Mannherz
If I Ruled The World|TTBB|Todd Troutman
If I Stay Away Too Long from Carolina|TTBB|Tom Gentry
If I Were A Bell|SATB|Don Gray, Steven Armstrong
If I Were A Bell|SSAA|Adam Reimnitz
If I Were A Bell|SSAA|Joey Minshall
If I Were A Bell|SSAA|Tony Nasto
If I Were A Bell|TTBB|Aaron Dale
If I Were A Bell (from Guys And Dolls)|TTBB|Aaron Dale
If I Were a Boy/Girls Medley|SATB|Liz Garnett
If I Were a Boy/Girls Medley|SSAA|Liz Garnett
If I Were A Fish|SATB|Melody Hine
If I Were A Rich Man|TTBB|Walter Latzko
If I Were King Of The Forest|TTBB|Lloyd Steinkamp
If I Were the Only Girl|SSAA|Renee Craig
If I Were The Only Girl In The World|SSAA|Nancy Bergman
If I Were You|SSAA|LaVeda Redfield
If I Were You I'd Fall In Love With Me|SSAA|Larry Wright
If I Were You I'd Fall In Love With Me|TTBB|Larry Wright
If I'm Not At The Roll Call|TTBB|George Peters
If It Doesn't Snow On Christmas|TTBB|Jay Giallombardo
If It's The Last Thing I Do|TTBB|Adam Reimnitz
If Love Is Good To Me|TTBB|Walter Latzko
If Moon Was Cookie|TTBB|Cay Outerbridge
If My Friends Could See Me Now|SSAA|Joy McGregor
If My Friends Could See Me Now|SSAA|Renee Craig
If My Friends Could See Me Now|TTBB|Mark Goodney
If My Friends Could See Me Now|TTBB|Mel Knight
If My Friends Could See Me Now|TTBB|Ray Danley
If My Friends Could See Me Now|TTBB|Renee Craig
If My Friends Could See Me Now|TTBB|Rob Hopkins
If My Friends Could See Me Now|TTBB|Walter Latzko
If My Friends Could See Me Now Medley|TTBB|Patrick McAlexander
If My Nose Was Running Money|SSAA|Sharon Holmes
If My Nose Was Running Money|TTBB|David Lorenz
If My Nose Was Running Money|TTBB|Steven Sturgis
If My Nose Was Running Money (I'd Blow It All On You)|TTBB|Steve Delehanty
If She Looks Good To Mother, Don't Look For Another|TTBB|Louis Perry
If She Means What I Think She Means|TTBB|Burt Szabo
If She Means What I Think She Means|TTBB|Larry Wright
If The Devil Danced|TTBB|Michael Webber
If The Devil Danced (In Empty Pockets)|TTBB|Michael Webber
If The Lord Be Willin'|SSAA|Jay Giallombardo
If The Lord Be Willin'|TTBB|Don Gray
If The Lord Be Willin'|TTBB|Jay Giallombardo
If The Lord Be Willin'|TTBB|Mark Smith
If The Lord Be Willin'|TTBB|SPEBSQSA
If The Lord Be Willin' (And The Creek Don't Rise)|TTBB|Barbershop Harmony Society
If the Lord Be Willing|TTBB|Dave Briner
If The Rest Of The World Don't Want You|TTBB|Louis Perry
If The Rest Of The Worlds Don't Want You|TTBB|Lou Perry
If The World Was Ending|TTBB|Greg Mallett
If There Never Was An Ireland|SSAA|Nancy Bergman
If There'd Never Been An Ireland|SSAA|Jay Giallombardo
If There'd Never Been An Ireland|TTBB|Jay Giallombardo
If There'd Never Been An Ireland|TTBB|Louis Perry
If There's Anybody Here|SATB|Dave Briner
If There's Anybody Here|SATB|David Briner
If There's Anybody Here|SSAA|David Briner
If There's Anybody Here|TTBB|Ardeth Fullmer
If There's Anybody Here (From Out Of Town)|TTBB|Ardeth Fullmer
If There's Anybody Here From My Home Town|TTBB|Dennis Driscoll
If There's Anybody Here From My Hometown|SATB|Dave Briner
If There's Anybody Here From Out Of Town|SATB|Dave Briner
If There's Anybody Here From Out Of Town (8-Part Mixed)|SATB|Dave Briner
If They String Me Up, I'll Never Live It Down|SSAA|Jay Giallombardo
If They String Me Up, I'll Never Live It Down|TTBB|Jay Giallombardo
If This Isn't Love|TTBB|Mark Goodney
If War Is What Sherman Said It Was|TTBB|Paul Engel
If We All Said A Prayer|SSAA|Renee Craig
If We Can't Be the Same Old Sweethearts|TTBB|Carl Dahlke
If We Can't Be The Same Old Sweethearts|SSAA|Jay Giallombardo
If We Can't Be The Same Old Sweethearts|SSAA|Tedda Lippincott
If We Can't Be The Same Old Sweethearts|TTBB|Burt Szabo
If We Can't Be The Same Old Sweethearts|TTBB|Jay Giallombardo
If We Can't Be The Same Old Sweethearts|TTBB|Tom Pearson
If We Can't Be The Same Old Sweethearts, We'll Just Be The Same Old Friends|TTBB|Burt Szabo
If We Ever Needed the Lord Before|SSAA|Tom Gentry
If We Ever Needed the Lord Before|TTBB|Tom Gentry
If We Hold On Together|SSAA|Greg Volk
If We Hold On Together|TTBB|Darwin Scheel
If You Ain't Lovin'|TTBB|Jon Nicholas
If You Are But A Dream|SSAA|Nancy Bergman
If You Are But A Dream|TTBB|Archie Steen
If You Believe|SSAA|Tom Gentry
If You Believe|TTBB|Tom Gentry
If You Can Dream|SSAA|Adam Bock
If You Can't Get A Girl In The Summertime|TTBB|David Briner
If You Can't Get A Girl In The Summertime|TTBB|Gregory Lyne
If You Can't Get A Girl In The Summertime|TTBB|Kirk Roose
If You Can't Get A Girl In The Summertime|TTBB|Larry Triplett
If You Can't Land Er On The Old Veranda|SSAA|Avis Fellows
If You Could Only See|SATB|Nicholas Wright
